id,name,domain,industry,sub,country,region,city,size,revenue,founded,traffic,tech,signals,funding_round,funding_amount,funding_date,description,pains
co_161,Graniteworks,graniteworks.ca,Professional Services,Accounting,United States,South,Miami,147,$50M–$100M,2004,23000,"[""Salesforce"",""Power BI""]","[""Recently funded"",""New campus/office"",""Launched new program""]",Series B,$250K,2022,Graniteworks is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_162,Tamarackpeak,tamarackpeak.edu,Professional Services,Engineering,United Kingdom,Scotland,Glasgow,769,$100M+,2021,54000,"[""DocuSign"",""Power BI"",""Microsoft 365""]",[],,,,Tamarackpeak is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_163,Summitlabs,summitlabs.co,EdTech,Assessment,Canada,British Columbia,Victoria,841,$100M+,2013,803000,"[""HubSpot"",""Segment"",""AWS""]",[],Series C,$40M,2024,"Summitlabs builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_164,Arborbridge,arborbridge.ca,EdTech,Tutoring,United States,Midwest,Chicago,231,$50M–$100M,2002,483000,"[""Segment"",""AWS"",""HubSpot"",""Stripe""]",[],Series A,$8M,2024,"Arborbridge builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_165,Cardinalmark,cardinalmark.edu,EdTech,Credentialing,United States,South,Miami,233,$50M–$100M,2006,209000,"[""React"",""AWS"",""Stripe"",""Segment""]",[],,,,"Cardinalmark builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_166,Crestshift,crestshift.org,Agency,Creative Studio,Canada,Ontario,Toronto,101,$25M–$50M,1980,91000,"[""Google Ads"",""Slack"",""Webflow"",""Figma""]",[],,,,"Crestshift is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_167,Ironbridge,ironbridge.io,Corporate Training,L&D,Canada,Ontario,Ottawa,513,$100M+,1979,586000,"[""Workday"",""Docebo"",""LinkedIn Learning""]",[],Grant,$3.5M,2025,Ironbridge designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_168,Verdantbridge,verdantbridge.io,SaaS,HR Tech,United States,Midwest,Chicago,33,$10M–$25M,1994,575000,"[""Stripe"",""Snowflake"",""React"",""Segment""]","[""New executive hire"",""Recently funded""]",Seed,$40M,2026,Verdantbridge sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_169,Ashcombe College,ashcombecollege.org,Higher Education,University,Ireland,Leinster,Dublin,437,$100M+,1999,872000,"[""Slate CRM"",""Canvas LMS""]",[],,,,"Ashcombe College delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_170,Onyxworks,onyxworks.ca,Agency,Digital Consultancy,United States,West,San Francisco,23,$5M–$10M,1994,822000,"[""Google Ads"",""Webflow"",""Figma"",""Slack""]","[""New executive hire"",""New campus/office"",""Job posts for AI roles""]",Grant,$40M,2025,"Onyxworks is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_171,Riverpath,riverpath.com,EdTech,Tutoring,United States,Northeast,Boston,243,$50M–$100M,1981,312000,"[""Stripe"",""Segment""]","[""Hiring sales leaders"",""Published AI policy"",""Launched new program""]",Grant,$8M,2024,"Riverpath builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_172,Harbourgrove,harbourgrove.ca,Fintech,Payroll,United States,Northeast,Boston,31,$5M–$10M,2007,503000,"[""Salesforce"",""Snowflake"",""Stripe"",""AWS""]",[],Series A,$40M,2026,Harbourgrove builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_173,Kestrelcore,kestrelcore.co,Corporate Training,L&D,Canada,Ontario,Oshawa,722,$100M+,1974,24000,"[""LinkedIn Learning"",""Workday"",""Articulate"",""Docebo""]",[],Series B,$8M,2023,Kestrelcore designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_174,Elmwood College,elmwoodcollege.co,Higher Education,Polytechnic,United States,Midwest,Chicago,304,$100M+,2020,263000,"[""Zoom"",""Slate CRM"",""Canvas LMS"",""Qualtrics""]",[],,,,"Elmwood College delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_175,Kingsway College,kingswaycollege.ca,Higher Education,College,United States,Northeast,Philadelphia,899,$100M+,1982,621000,"[""Qualtrics"",""Slate CRM"",""Canvas LMS""]","[""Hiring sales leaders"",""Expanding to new region"",""Recently funded""]",Series B,$3.5M,2022,"Kingsway College delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_176,Anchorforge,anchorforge.edu,Agency,Creative Studio,Ireland,Leinster,Dublin,17,$5M–$10M,1994,158000,"[""Slack"",""Webflow"",""Figma"",""HubSpot""]","[""Conference exhibitor""]",,,,"Anchorforge is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_177,Granitelabs,granitelabs.org,Professional Services,Management Consulting,Ireland,Leinster,Dublin,35,$10M–$25M,2007,285000,"[""Salesforce"",""DocuSign"",""Microsoft 365""]",[],Grant,$40M,2025,Granitelabs is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_178,Umbraloop,umbraloop.co,Agency,Digital Consultancy,United Kingdom,England,Manchester,18,$5M–$10M,2022,682000,"[""Google Ads"",""Slack""]",[],,,,"Umbraloop is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_179,Ashford University,ashforduniversity.co,Higher Education,Polytechnic,United States,Northeast,New York,687,$100M+,1983,213000,"[""Zoom"",""Slate CRM""]",[],Seed,$1.2M,2026,"Ashford University delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_180,Yarrowmark,yarrowmark.ca,EdTech,Assessment,United States,Northeast,New York,198,$50M–$100M,2020,170000,"[""AWS"",""React""]","[""Launched new program"",""New executive hire"",""Conference exhibitor""]",Series B,$8M,2024,"Yarrowmark builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_181,Ravenscourt College of Applied Arts,ravenscourtcollege.edu,Higher Education,Continuing Studies,United States,Northeast,New York,2293,$100M+,2012,758000,"[""Zoom"",""Slate CRM""]","[""Recently funded"",""Conference exhibitor"",""Launched new program""]",,,,"Ravenscourt College of Applied Arts delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_182,Mapleline,mapleline.io,SaaS,Analytics,Canada,Ontario,Ottawa,47,$10M–$25M,2003,699000,"[""Snowflake"",""Stripe""]",[],,,,Mapleline sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_183,Brightmark,brightmark.org,SaaS,Developer Tools,Ireland,Leinster,Dublin,68,$25M–$50M,1991,205000,"[""AWS"",""HubSpot""]","[""Board expansion"",""Partnership announced""]",,,,Brightmark sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_184,Kestrelline,kestrelline.org,EdTech,Credentialing,United Kingdom,England,Bristol,26,$5M–$10M,1974,829000,"[""React"",""HubSpot"",""Segment"",""AWS""]",[],Seed,$8M,2025,"Kestrelline builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_185,Cedarlabs,cedarlabs.io,SaaS,Analytics,United States,Northeast,New York,978,$100M+,1978,142000,"[""React"",""Stripe"",""HubSpot""]","[""New executive hire""]",,,,Cedarlabs sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_186,Verdantshift,verdantshift.ca,Nonprofit,Workforce Development,Netherlands,Randstad,Amsterdam,30,$5M–$10M,2007,579000,"[""Salesforce NPSP"",""Raiser's Edge"",""Mailchimp""]",[],,,,"Verdantshift runs mission programs funded by grants, members and public partners.","[""grant-cycle dependence"",""capacity constraints"",""measuring program outcomes""]"
